,pageid,KeyBERT_keywords
309,11306,"[('delphinidae', 0.0004761904761904756), ('protocetidae', 0.001718328840970349), ('mammals', 0.003032345013477089), ('bartenwale', 0.0036298292902066476), ('balaenoptera', 0.0036590296495956874), ('dorsale', 0.003769092542677449), ('fishery', 0.003816262353998203), ('delfindarstellungen', 0.003917340521114107), ('chinensis', 0.0040521114106019775), ('biogeochemischen', 0.004465408805031447)]"
310,293484,"[('sharks', 0.00047619047619047673), ('canucks', 0.0020319397194028177), ('nhl', 0.002170645073616929), ('blackhawks', 0.0032390511804013078), ('joses', 0.00333839420436547), ('thorntons', 0.0033871285180082666), ('franchisegeschichte', 0.0035783169792223124), ('finalserie', 0.00436181479086419), ('liga', 0.005085331908791858), ('teamlogo', 0.005385235377362911)]"
311,97748,"[('habsburgischer', 0.0004761904761904756), ('hesse', 0.0007344560414932444), ('schmalkaldische', 0.0014174724125418882), ('kassels', 0.0017845937119805332), ('heidelberger', 0.0020087084587308702), ('protestantisches', 0.0022114789438859362), ('reichskammergerichts', 0.002258436319395529), ('hermann', 0.0023480822180956653), ('französischen', 0.002363023201212353), ('1541', 0.003449446116411602)]"
312,3969,"[('plattentektonik', 0.00047619047619047673), ('erdgeschichtlichen', 0.002394356432211323), ('gesteinsumwandlungen', 0.004118394749309576), ('erdhülle', 0.0041507493557966756), ('kontinentalrandes', 0.004252435261898985), ('geophysikalischen', 0.004317144474873183), ('lithosphärenplatten', 0.004328699691475717), ('intrakontinentale', 0.004485850637270197), ('zwischenstellung', 0.005253117019678535), ('endogene', 0.005336314579216787)]"
313,5347,"[('urinsediments', 0.00047619047619047673), ('urinproduktion', 0.0008786655905299978), ('urobilinogen', 0.0015437180521926286), ('urinausscheidung', 0.0015501748722087706), ('urinierens', 0.00217648641377455), ('proteinausscheidung', 0.002389561474307237), ('metaboliten', 0.0028415388754371804), ('nephrologen', 0.0036981436642453593), ('hämoglobins', 0.00515523271455475), ('phäochromozytoms', 0.005361850955071294)]"
314,27188,"[('neuntötersbilder', 0.00047619047619047673), ('neunwürger', 0.001125378990547531), ('würger', 0.0014963438558944187), ('laniidae', 0.0017769454848106548), ('landwirtschaft', 0.002497473396349802), ('vogelbeeren', 0.003132394031270437), ('vegetationsentwicklung', 0.0031490398906129247), ('mitteleuropas', 0.0032940966648831826), ('verlandungszonen', 0.0037197550680696757), ('nestlingsdauer', 0.00435943166280245)]"
315,1312842,"[('musikalische', 0.00047619047619047673), ('musikalischer', 0.0006136947731997577), ('musikalischen', 0.0010114750609766076), ('musiktheaters', 0.0012602923603267369), ('operninszenierungen', 0.0021262420403018556), ('opernhaus', 0.002147522467219958), ('frankfurt', 0.0032753850938794225), ('städtischer', 0.0033916089639706003), ('theaterplatz', 0.003545482820147654), ('zuschauerränge', 0.003987460917677487)]"
316,125410,"[('franquistische', 0.00047619047619047673), ('systemtypologisch', 0.0006650544135429259), ('regimes', 0.0012385558818448772), ('arbeiterbruderschaften', 0.0013352910692693042), ('francos', 0.0016393159440317839), ('ideologiegebäudes', 0.0020193470374848853), ('entgegengesetzten', 0.002104566131168307), ('demobilisierten', 0.002286520412276156), ('regierungschefs', 0.0023878620371969818), ('1930', 0.0032331433177866064)]"
317,59730,"[('ostfrankenreichs', 0.0004761904761904756), ('ostfränkische', 0.0015205241857776065), ('sachsenherzogs', 0.00302370398920794), ('heinrichs', 0.0030549055235892775), ('kirchenherrschaft', 0.0033705916361534017), ('heiratsverbindungen', 0.004258917673833843), ('historiographische', 0.004374546889482331), ('vorbereitungen', 0.004394736117611431), ('1884', 0.004444291495746496), ('7954', 0.005589571345979132)]"
318,40842,"[('inkunabelforschung', 0.0004761904761904756), ('handschriftenproduktion', 0.0018171523928720422), ('verstärkt', 0.0029167411645509267), ('buchbinderei', 0.002991239048811014), ('handgießinstruments', 0.003226652363072888), ('inventione', 0.0032326121938136953), ('bibliographicum', 0.004013350020859408), ('1838', 0.004287502234936528), ('fertigen', 0.004955003277906908), ('1400', 0.005175517015316765)]"
319,548013,"[('rigoletto', 0.0004761904761904756), ('rigolettos', 0.0005197414654907905), ('verdi', 0.0010700676030129374), ('libretto', 0.0034020251210024654), ('fortschreitenden', 0.004797636369035248), ('maledizione', 0.005053003533568905), ('obermaschinisten', 0.00517573813977888), ('piaves', 0.005355880868248359), ('gescheiterte', 0.006005186526907582), ('1851', 0.006353594441310093)]"
320,1196021,"[('osttimorliste', 0.00047619047619047673), ('unabhängigkeitsreferendums', 0.0017949467987860611), ('umstrukturierung', 0.0019972698575206906), ('koalitionsabgeordneten', 0.00221909393396468), ('regierungsvorschlag', 0.002323911904152498), ('entwicklungen', 0.002879690908869307), ('timors', 0.003208770582714785), ('demokratisierungsprozess', 0.003411093641449414), ('jahrhunderten', 0.003649981108389094), ('1878', 0.004754226236181701)]"
321,5083,"[('monkthelonious', 0.0004761904761904756), ('monkzone', 0.0016198919624267206), ('monkischen', 0.0018943035606344095), ('jazzklassikern', 0.00197489997409401), ('monksessionography', 0.002554426566113046), ('saxophonist', 0.0025640213772391883), ('harlemer', 0.0037921572013854907), ('ziegenbart', 0.004435009546837071), ('1960er', 0.004657609164963588), ('lag', 0.006177427247344635)]"
322,5096074,"[('dali', 0.00047619047619047673), ('surrealistischer', 0.0005813588973495543), ('dalísalvador', 0.00152787468778125), ('impressionistische', 0.0015602342019840432), ('kunstbegeisterung', 0.002061806672127334), ('fotoarbeiten', 0.0023833793445175912), ('bildhauerei', 0.003315737847485565), ('picassos', 0.00410247853654097), ('historienmalerei', 0.004235961532627492), ('jaunes', 0.004529219630090303)]"
323,605613,"[('kremlherren', 0.00047619047619047673), ('kremlpalastes', 0.0007200727513227512), ('кремлёвский', 0.0007469411375661372), ('kremls', 0.001100363756613757), ('zarenkrönungszeremonien', 0.0011541005291005291), ('moskauer', 0.0015529927248677244), ('kremlobjekte', 0.001796875), ('moskvovedenie', 0.0022598379629629626), ('russlandmoskauer', 0.0024975198412698417), ('zeremonien', 0.0029336144179894184)]"
324,49511,"[('angkors', 0.00047619047619047673), ('khmer', 0.0007306153902609069), ('mekong', 0.0038889092755005927), ('km²', 0.004424669431091214), ('1309', 0.004909055325186843), ('kampuchea', 0.0052393184347975), ('tempelwänden', 0.005251550401820116), ('geochemische', 0.00536897728523724), ('forschungsprogramm', 0.005909630227636906), ('siedlungstätigkeit', 0.006323070713001358)]"
325,101688,"[('vancouver', 0.00047619047619047673), ('columbiasdie', 0.0018157314383729483), ('stadtentwicklung', 0.0024341606282307095), ('victoria', 0.0030665919884248737), ('hudson', 0.00366401792277803), ('westkanadischen', 0.004667506796886851), ('41st', 0.005071236041586447), ('inuit', 0.005246263170791473), ('namengebenden', 0.005500635931902778), ('1827', 0.005521639187407382)]"
326,22333,"[('capsicumarten', 0.00047619047619047673), ('paprikasorten', 0.0015110286538857975), ('capsaicins', 0.0016141001855287573), ('pepperoni', 0.001638837353123067), ('chilie', 0.0017604617604617611), ('gemüsepaprika', 0.00212945784374356), ('peppers', 0.0022861265718408584), ('peperoncini', 0.002768501339929912), ('solanaceae', 0.002848897134611421), ('pflanzenteile', 0.003656977942692229)]"
327,14279,"[('blockflöteninstrument', 0.0004761904761904756), ('g1altblockflöte', 0.0007383727008790342), ('blockflötenensembles', 0.0007785846985306522), ('blockflötenwerkeblockflöten', 0.0011227993984285157), ('c2altblockflöte', 0.0012546947507258265), ('blockflötenpädagogen', 0.0012546947507258265), ('blockflötenportalinfoportal', 0.001351203545089713), ('baßblockflöte', 0.0014364529801111458), ('tenorblockflöte', 0.001719545443578545), ('kunststoffblockflöten', 0.002251952292485985)]"
328,78390,"[('wienerwaldhöhen', 0.00047619047619047673), ('bezirkskulturführer', 0.0009574033194342257), ('rudolfinerhaus', 0.0012517373886027318), ('gemeindebauwohnungen', 0.0012821051893899594), ('nobelbezirk', 0.001550743427123119), ('marx', 0.002183795274303001), ('döbling', 0.0027117278110655608), ('grinzingerstraße', 0.002868238784353575), ('fünftgrünste', 0.0030060618802340666), ('hasenauerstraße', 0.0038283284861651314)]"
329,1314512,"[('nationalsozialistischer', 0.00047619047619047673), ('nationalsozialistischen', 0.0005172838897381549), ('nationalsozialismusnationalsozialistische', 0.0006865887535545812), ('nationalsozialistisch', 0.000693163699722209), ('reichssicherheitshauptamtes', 0.0027083847001002693), ('austrofaschistischen', 0.00286453967158144), ('naziherrschaft', 0.0029878199122244696), ('nachkriegsösterreich', 0.003033844535397867), ('österreichs', 0.003217943028091458), ('1902', 0.004740043065897398)]"
330,40133,"[('braunbärpopulationen', 0.0004761904761904778), ('braunbären', 0.00196182785832263), ('grizzlybären', 0.004405264399758804), ('nordgermanischen', 0.004655201041693977), ('urtümlichere', 0.004719869963033848), ('ursidae', 0.0050554492305272284), ('phylogeography', 0.005308881489832123), ('genuss', 0.005357820133008242), ('kaukasusregion', 0.005464436462784785), ('tieres', 0.005817493817126778)]"
331,37382,"[('zappafrank', 0.00047619047619047673), ('zappae', 0.00067687383763678), ('zappa', 0.0007270446779983564), ('zappatypische', 0.0007339647939102989), ('zappalog', 0.0007651053155140341), ('zappai', 0.00097270879287228), ('zeitpunkt', 0.002462263742917694), ('musiksoziologische', 0.002962242117555469), ('zitiert', 0.003097184377838329), ('rockmusical', 0.0038739673889537653)]"
332,12163,"[('chemisorption', 0.00047619047619047673), ('chemische', 0.0009719398129320867), ('reaktionsgleichungen', 0.0016206742965588028), ('reaktionsprodukte', 0.0019576289238753654), ('biochemischen', 0.002627665136815198), ('isomerisierungen', 0.00329770134975503), ('chemical', 0.003415829121400492), ('elektrochemische', 0.0034506864966401363), ('unterscheidung', 0.003715989852630763), ('cycloreaktionen', 0.004047134917407385)]"
333,18623,"[('humoristischer', 0.00047619047619047673), ('humoristischen', 0.0005615199087497514), ('humorvolle', 0.0024788200158468963), ('buschschen', 0.0030621947078337663), ('comics', 0.003687363407604769), ('fichtenholzbretter', 0.0037988140950291262), ('geschichte', 0.0040164912189048245), ('1870', 0.004281186601537672), ('ulrich', 0.004286410852510689), ('nationalbibliothekliteratur', 0.005014323154751021)]"
334,94273,"[('norderlandes', 0.0004761904761904756), ('nordwesten', 0.0005089633926523118), ('norddeichs', 0.0005777865172221686), ('nordenbeschreibung', 0.0006498869334382074), ('norden', 0.0008809359944941509), ('nordwestlichen', 0.0009858093271720247), ('nordwestlichsten', 0.0010153049519876778), ('norddeutsche', 0.001210303804935602), ('landschaftstadt', 0.0027932356700422767), ('einwohnerentwicklung', 0.004069740766230787)]"
335,20604,"[('delft', 0.00047619047619047673), ('delftsche', 0.0005308784509124786), ('delftsch', 0.001041299548317839), ('delftweg', 0.001043325028863099), ('verflechtungen', 0.0025583844767171015), ('rotterdamseweg', 0.003198436329019061), ('gewächshäusern', 0.0032288185371979507), ('stadterweiterungen', 0.0032652771870126185), ('einwohner', 0.00335844929209455), ('1702', 0.0046385529966984675)]"
336,1599,"[('freudenstädtern', 0.00047619047619047673), ('freudenstadt', 0.0005908839896351048), ('freudenstadtheinrich', 0.0005922999589368905), ('freudenstadtwolfgang', 0.0009576200387975597), ('freudenstadts', 0.0009590360080993454), ('freudenstadteberhard', 0.001305948487036801), ('freudenstädter', 0.001388074706540363), ('kreisstadt', 0.002862098749699107), ('großstadtbewohner', 0.0036861928833382897), ('kunsthandwerkermarkt', 0.00525650283901845)]"
337,29192,"[('höchst', 0.00047619047619047673), ('aufgeschüttet', 0.0023637166188479365), ('frankfurtern', 0.0025444819287238187), ('hochgotischen', 0.0026390684280774767), ('reichsdeputationshauptschlusses', 0.002853464493279104), ('einwohner', 0.0030447394141942807), ('mainzgoswin', 0.0034399007892717904), ('1871', 0.003528181522001871), ('truppen', 0.004055763996174502), ('1412', 0.0051277443221826365)]"
338,173606,"[('buche', 0.00047619047619047673), ('kulturlandschaften', 0.0017785524453801816), ('buchengebietenweitere', 0.0023077808074184014), ('eschernbaum', 0.0029750687421622422), ('schießscheibenkrebs', 0.002977369735040669), ('eschenholz', 0.0031867600869775314), ('entscheidender', 0.0032926057593851755), ('mineralische', 0.003909271850803622), ('flachgründige', 0.003976000644278007), ('2022esche', 0.0041554780887953155)]"
339,8618,"[('königsthron', 0.00047619047619047673), ('löwenherz', 0.0016795512566969905), ('heinrichs', 0.0019767957522802727), ('richard', 0.002626418803111479), ('henry', 0.002698332793978402), ('14511', 0.0034869895604856594), ('1903', 0.003585272014670454), ('regierungsgeschäfte', 0.0036092433449594285), ('churchill', 0.0036523917394795835), ('nationalbibliothekveröffentlichungen', 0.003863339446022557)]"
340,496332,"[('humanismusforschung', 0.00047619047619047673), ('humanistenfrancesco', 0.0011185316590722005), ('humanistengemeinschaften', 0.0014617320022725434), ('renaissance', 0.0030200470741011285), ('zusammengehörigkeit', 0.0032241121430310626), ('harmonisierende', 0.003940658805523672), ('antikisierenden', 0.003940658805523672), ('reisebeschreibungen', 0.004462416084037706), ('treatises', 0.00452502695745939), ('angermeier', 0.005283314202233122)]"
341,176376,"[('nationalmannschaftsfußball', 0.00047619047619047673), ('europameisterschaftsgeschichte', 0.0007225706824905242), ('nationalmannschaften', 0.0012222713825920252), ('uefa', 0.0021921765609140375), ('portugals', 0.002806392004788799), ('schengener', 0.003000720054828273), ('unsportliche', 0.0035784989893206344), ('turnieraus', 0.003670457798714313), ('zugeschrieben', 0.0037016890924706568), ('gruppeneinteilung', 0.003876931351881253)]"
342,11323,"[('impressionistischer', 0.00047619047619047673), ('kunstausstellung1917', 0.0006099399189011312), ('weimars', 0.0010961085281192284), ('berlinzeitungsartikel', 0.0018115618962698766), ('reichspräsident', 0.0020196165849308955), ('verkaufszahlen', 0.00209392183088126), ('schaffenskraft', 0.0022913614844065145), ('nachschlagewerkenhermann', 0.0028709424028193543), ('1919', 0.0029579856909326373), ('liebermann', 0.0032658217098698607)]"
343,193307,"[('landwirtschaftlich', 0.00047619047619047673), ('landeskriegsdienst', 0.0011579382295217443), ('klosterlandschaft', 0.0013714147987466863), ('herzogtums', 0.0017249136338073434), ('westlichen', 0.002585706251649852), ('territorialentwicklung', 0.002842796313512148), ('westfalenunterteilt', 0.0029139551699204637), ('reichsversammlung', 0.0029369096397295967), ('siedlungsplätze', 0.004011178826797047), ('territoriums', 0.004472563669960633)]"
344,32983,"[('einwohnerentwicklung', 0.0004761904761904756), ('parklandschaft', 0.0014102520609288582), ('neumarkts', 0.0020706539561918323), ('altenhof', 0.0022561092829437635), ('landkreises', 0.0027039160475398893), ('oberpfalzneumarkt', 0.002758195655369723), ('neuplanungen', 0.002866754871029389), ('rathausplatzes', 0.0029142495278804935), ('nationalsozialistische', 0.003425382501611425), ('gebäudeverteilung', 0.0034728771584625296)]"
345,80862,"[('augsburgische', 0.00047619047619047673), ('augsburgischer', 0.000540001595277978), ('reformationsgeschichte', 0.001748867795768968), ('lutherisches', 0.002847837068942597), ('protestantismus', 0.003271471998440173), ('monographienheinrich', 0.004295994966011717), ('ausschussverhandlungen', 0.0045264240071610255), ('bekenntnisschriften', 0.00456896475321936), ('1540', 0.00472317495768082), ('wittenbergern', 0.005006779931403047)]"
346,582852,"[('misstrauensvotums', 0.00047619047619047673), ('parlamentsbeschluss', 0.0019494178039313893), ('parlamentsfraktionen', 0.0022582529944493134), ('parlamentsregierung', 0.002450231626392888), ('parlamentsauflösungsrecht', 0.002965652518676182), ('misstrauensbeschlusses', 0.003076248904469764), ('regierungssystemen', 0.003280747881974876), ('vertrauensantrages', 0.004420099328074787), ('obstruktionsmöglichkeit', 0.004722674345811944), ('grundgesetzes', 0.005663786987187513)]"
347,68985,"[('formaldehydintoxikation', 0.00047619047619047673), ('formaldehydsterilisatoren', 0.0008856605609159351), ('formaldehydkonzentrationen', 0.00094083738084348), ('formaldehydkonzentration', 0.0010410268696592838), ('formaldehydabspalters', 0.0012501179767531346), ('formaldehyde', 0.001438880781768418), ('formaldehydhaltige', 0.0015564945295087084), ('formaldehydgehaltes', 0.001562302615816873), ('formaldehydlösungen', 0.0015884390042036024), ('phenolformaldehydharze', 0.0023507503321499356)]"
348,1299147,"[('senecae', 0.00047619047619047673), ('lucius', 0.0028500536752344508), ('ciceros', 0.0030039901966741624), ('neigungen', 0.004529177047254461), ('gegenwartszivilisation', 0.00453322800834498), ('verantwortungsvollen', 0.004581839541431205), ('albrecht', 0.00463045107451743), ('annaeus', 0.004707419335237286), ('getrennt', 0.005821433635129935), ('1931', 0.005924733142938164)]"
349,9681,"[('sanssoucisanssouci', 0.00047619047619047673), ('schlossbaustelle', 0.0018645009024017777), ('schlosses', 0.002338509747922494), ('verzierungen', 0.0031556295987782866), ('schwedische', 0.0033777592669720956), ('porzellanmodelleurs', 0.0042623113385295815), ('sogenannten', 0.004510223914638742), ('kunstgegenständen', 0.004726403681005929), ('potsdams', 0.005049681680252276), ('1714', 0.005111163999127349)]"
350,300153,"[('totholzstrukturen', 0.00047619047619047673), ('totholzbiotope', 0.0007515387107223858), ('totholzempfehlung', 0.0016979036512564216), ('totholzanteile', 0.0021583599426165047), ('regenbogenforellen', 0.002695173307418207), ('biodiversitätsstrategie', 0.0031463741959368787), ('biotopholz', 0.003241242075061317), ('spezialisierungen', 0.004326438058216486), ('unbewirtschaftet', 0.00526123374519876), ('kleinvolumiges', 0.0053283354157989725)]"
351,14642,"[('musikhistorischen', 0.00047619047619047673), ('musikschrifttumsdokumente', 0.000775750269421156), ('musikunterricht', 0.0012451823844228905), ('musiksammlungen', 0.001347471094306537), ('telemannsliste', 0.001944764096662831), ('orchestratelemann', 0.0022772024037846826), ('kompositionselement', 0.0027101028366851155), ('instrumentenkombinationen', 0.003044367727912032), ('vonstattengehenden', 0.003515626427018833), ('kleßmann', 0.004016110471806674)]"
352,79642,"[('1863', 0.0004761904761904756), ('lincoln', 0.0004942322654849296), ('1865', 0.00059571733026623), ('johnson', 0.0009520426688316818), ('1869', 0.0011730545876887334), ('1848', 0.0013940665065457869), ('amerikanischen', 0.0019172783960849315), ('andrewjohnson', 0.002002976895233585), ('1830er', 0.00224879627437051), ('1812', 0.002796815624189528)]"
353,98859,"[('erdwärmesondenbohrungen', 0.0004761904761904756), ('warmwasserbereitung', 0.0011320030300200267), ('geothermiebohrungen', 0.0012835040313793856), ('geothermale', 0.0014474571698367721), ('geothermieumweltforschungszentrum', 0.0018749805435357835), ('erdwärme', 0.001933090516659921), ('temperaturbedingungen', 0.002910583278855233), ('enthaltene', 0.0035975261754298583), ('erzeugte', 0.004010522055847834), ('stromproduktion', 0.006154364992891906)]"
354,29236,"[('terrorsystem', 0.00047619047619047673), ('terrormaßnahmen', 0.0006611921279909394), ('stalinistischen', 0.0011048185379206189), ('terroristischen', 0.0012143093114351789), ('terror', 0.001569210439378923), ('kgb', 0.003387134834112039), ('nikolai', 0.003774128085327293), ('kommunismusforschung', 0.004393317287271698), ('sowjets', 0.005239039124073812), ('1925', 0.005935626976261268)]"
355,15067,"[('bessarabischen', 0.0004761904761904756), ('bessarabien', 0.00047959062239676277), ('bessarabiens', 0.0005696944968633655), ('bessarabians', 0.0009896125533397936), ('russlanddeutschenbessarabiendeutschegebietebudschaksüdbessarabiencahul', 0.0009913126264429362), ('bessarabia', 0.0010474150388466708), ('ukrainebălți', 0.0037675320038761673), ('landschaft', 0.004814777035412523), ('forschungsverbundes', 0.0050051852229645874), ('regionendobrudschabukowinapodolienion', 0.005066387854677751)]"
356,166528,"[('motorhead', 0.0004761904761904778), ('motörhead', 0.0004761904761904778), ('rockband', 0.0023869510753541877), ('metallica', 0.002808624005363538), ('thrash', 0.003172074313237707), ('musikzeitschriften', 0.003429665308138817), ('allmusic', 0.003694313590571464), ('gearbeitet', 0.004899345436581449), ('plattenlabel', 0.005717990790239771), ('ulrich', 0.005730341043419962)]"
357,14937,"[('ultraschalluntersuchungen', 0.00047619047619047673), ('sonographische', 0.0008286823982505964), ('ultraschallsystemen', 0.0008417376546231936), ('sonografischen', 0.0009962248550322572), ('ultraschallanwendungsgebiete', 0.0013226062643471837), ('ultraschallkontrastmittel', 0.0014335759435142581), ('sonografieatlas', 0.0014792693408183478), ('ultraschallmikroskopie', 0.0015554250029918303), ('ultraschalldiagnostik', 0.0015837113917991242), ('kardiotokografie', 0.0039206022824939905)]"
358,1064064,"[('kondensatorkapazität', 0.00047619047619047673), ('elektrolytkondensators', 0.0005995919789023241), ('zwischenkreiskondensator', 0.0016067074687764339), ('durchführungskondensator', 0.0017918097228442065), ('kondensatorzelle', 0.0018435587401104648), ('folienkondensator', 0.0020724486241727623), ('elektromechanischen', 0.0027810120913569192), ('wechselstromanteilen', 0.002860625964074239), ('stabilitätsanforderungen', 0.0030954868885903373), ('einbruchsicherungen', 0.0035751604717121966)]"
359,150553,"[('olympiamannschaft', 0.0004761904761904778), ('olympiastadions', 0.0007419879134003227), ('stadionhausmeisters', 0.0009485197058268913), ('münchen', 0.0019470560239936074), ('olympiapark', 0.001956035667142588), ('olympiaausgaben', 0.0019991379542576983), ('bundesligastadion', 0.002133832601492418), ('fußballbesuch', 0.0029994702010542108), ('konzertschauplatz', 0.0038794752296543744), ('untersuchungen', 0.004138088952345033)]"
360,271,"[('akkadisches', 0.0004761904761904778), ('akkadisch', 0.0006590675047050898), ('akkadische', 0.0007212101842974339), ('akkadologen', 0.0010922907567202866), ('akkadischen', 0.0012325556620858635), ('akkadian', 0.0014473917829622529), ('akkadû', 0.0017421256347430847), ('aramäische', 0.0023404708639607973), ('kasusvokale', 0.0032015908525975644), ('wörterbuchakkadisch', 0.0034128759632115345)]"
361,3840,"[('periodensystems', 0.0004761904761904756), ('periodensystemen', 0.0011035072711719418), ('periodisches', 0.001725639629831247), ('periodic', 0.0025136739507996995), ('elementeigenschaften', 0.004723971969480951), ('oxidationszahlen', 0.005178474220390388), ('chemische', 0.0052476000380192005), ('atomphysikalischen', 0.00530117254668153), ('standardperiodensystem', 0.005831713196982658), ('1869', 0.006071925413242778)]"
362,68751,"[('enterprise', 0.0004761904761904756), ('startrek', 0.0008076992264795812), ('raumstationsbesatzungen', 0.0014475882095957649), ('rauscher', 0.0024164161077274947), ('filmserie', 0.0025089301775756178), ('aufgelöst', 0.0032207745483514507), ('erfolgreichste', 0.003629378356847326), ('diskutiert', 0.004120216894097088), ('1986', 0.004305245033793334), ('voyages', 0.004490273173489578)]"
363,9405,"[('kleinstädtischer', 0.00047619047619047673), ('städtische', 0.0004951958610495199), ('seestadt', 0.0014961461302924718), ('stadtverordnetenversammlung', 0.0016566360468799502), ('sonderausstellungen', 0.0018783655369021225), ('eisenbahnknotenpunkt', 0.00207897793263647), ('luftrettungsstützpunkt', 0.002277478618942034), ('niedersorbisch', 0.002351388448949424), ('landschaftsveränderungen', 0.0024210748600992506), ('senftenbergprivate', 0.002809629394995249)]"
364,96,"[('argonverbindung', 0.00047619047619047673), ('argons', 0.001087002061764739), ('argonmatrix', 0.002478417623127047), ('gasförmiges', 0.002793746347809789), ('atmosphärenbestandteil', 0.003278867462706314), ('argonfluorohydrides', 0.003801475209208481), ('edelgas', 0.0051840703866635795), ('neon', 0.005325196529178932), ('symbol', 0.005384734120552597), ('aluminiumlegierungen', 0.005924982634869183)]"
365,10081,"[('aquarienbeleuchtung', 0.0004761904761904778), ('aquariumwasser', 0.0005994224650076352), ('aquarienabdeckung', 0.000893707811436667), ('aquariengestaltung', 0.0009010649450973928), ('aquariums', 0.001252368077397048), ('aquaristischen', 0.0015687248248082576), ('aquarienbesitzers', 0.0017931174014603935), ('aquarianer', 0.0023467417094300068), ('aquascaping', 0.002788169729073554), ('salzwasseraquariums', 0.003358347587779803)]"
366,16051,"[('esskastanie', 0.00047619047619047673), ('kastanienrindenkrebs', 0.0026357733175915), ('traditionelle', 0.003417945690672963), ('deedelkastanie', 0.0035655253837072022), ('castaneae', 0.003649153876426604), ('aufgebaut', 0.003799193231011414), ('jahresmitteltemperatur', 0.004084513970877608), ('tanningehalt', 0.0046158008658008665), ('südtirol', 0.005223337268791814), ('1484', 0.005688213301849665)]"
367,1576979,"[('solanum', 0.00047619047619047673), ('solanaceae', 0.0006807497885564806), ('sphenocleaceae', 0.0012059164847268945), ('alkaloide', 0.0013573690525363392), ('phytochemischen', 0.0031433292028087566), ('cestroideae', 0.003308550185873607), ('anthoceridoideae', 0.003971401034598061), ('chromosomenzahlen', 0.004044176943805196), ('charakteristische', 0.004105151354221986), ('kultivieren', 0.004207431010404989)]"
368,188055,"[('museumssammlung', 0.0004761904761904756), ('museumsarchitektur', 0.0011532930687374176), ('museumserweiterung', 0.0013570812276593113), ('museumsausrichtung', 0.0016134598792062126), ('kunstgewerbeausstellung', 0.0016282509552569956), ('kunstsammlung', 0.0017071366941945022), ('museumsmuseum', 0.0018599778133859236), ('kunstmuseums', 0.0019372200994289001), ('museumsumfeld', 0.0025551583877727103), ('folkwang', 0.0032815645671555936)]"
369,376305,"[('stadtgeschäfte', 0.00047619047619047673), ('frankfurtern', 0.0007068883372200918), ('freistädtischen', 0.0012560495498884128), ('bundesstadt', 0.0018152411043406303), ('hansestadt', 0.001880438325935958), ('reichsdeputationshauptschluss', 0.002020863110910506), ('krönungskirche', 0.002474736076631813), ('1914', 0.002808244940946364), ('1849', 0.0030916020963414324), ('aufführungen', 0.004400561699139899)]"
370,10068,"[('surrealistische', 0.0004761904761904756), ('kunsthauses', 0.0016096990943616695), ('geschichtewerke', 0.0024685947998831425), ('ernstmax', 0.0024705424091927154), ('1939', 0.0025153374233128833), ('hannover1975', 0.00312104391858993), ('ziegelsteinen', 0.003383971175382218), ('1891', 0.0035982081994351935), ('paris1942', 0.00380660239555945), ('quartier', 0.003935144609991234)]"
371,20570,"[('wasserdampfdestillation', 0.0004761904761904756), ('wasserdampftafeln', 0.0014209315109334675), ('wasserdampf', 0.0016054075709720395), ('dampfaustritten', 0.0017321184000894429), ('wasserdampfzuständen', 0.00219610364200464), ('dampfparameter', 0.0032191072476730866), ('luftfeuchtigkeit', 0.004689325544344132), ('anströmgeschwindigkeit', 0.00517194473171777), ('durchschnittstemperatur', 0.00605333035190206), ('gasförmigen', 0.007191864419412845)]"
372,17015,"[('obstbauern', 0.00047619047619047673), ('obstplantagenwirtschaft', 0.0022541989768880533), ('streuobstbaustreuobstanbau', 0.0023558612634242892), ('regionsspezifisch', 0.0023601873181705113), ('strukturreichen', 0.0028663357234785815), ('untersuchungen', 0.0031951158841915153), ('bezeichnung', 0.003407092566756432), ('historischen', 0.004127380682002531), ('aufgeforstet', 0.004250673242269881), ('niederösterreichischen', 0.0046075727588332635)]"
373,38376,"[('nordfriesische', 0.00047619047619047673), ('landwirtschaftlich', 0.0007628529531747874), ('kulturlandschaft', 0.0009723370709710155), ('regionalen', 0.0013758696347258527), ('dithmarschens', 0.0021013462110938386), ('kirchenkreise', 0.002187344954189132), ('kreisstadt', 0.0022424723536091915), ('metropolregion', 0.0027143628926449026), ('kilometer', 0.003071588440886891), ('kulturprojektes', 0.0032634317908686985)]"
374,310726,"[('zürichseebahn', 0.00047619047619047673), ('hauptbahnhofes', 0.0005997939941367569), ('hauptbahnhofs', 0.0006774423579748034), ('personenbahnhofs', 0.0012304888677600822), ('bahnhofplatz', 0.0012590127565169163), ('rangierbahnhofs', 0.0013255684969495285), ('bahnhofsbetrieb', 0.0017597654702479993), ('nordostbahn', 0.0017692734331669446), ('sihltalbahn', 0.002426907535060613), ('eisenbahnstrecke', 0.002493463275493225)]"
375,4510462,"[('gazastreifen', 0.00047619047619047673), ('haifa', 0.0009267843872748505), ('israelisch', 0.001087205256142586), ('arabisches', 0.0012240348207650665), ('suezkrise', 0.0029037356830272365), ('palästinas', 0.003172676551423146), ('militärorganisationen', 0.0033213017681682534), ('kapitulationsverhandlungen', 0.003649220897177301), ('kilometerlange', 0.0038544652441110205), ('armeeführung', 0.003904006983026056)]"
